poll_link_1,poll_link_1/_text,poll_link_1/_title,poll_link_2,poll_link_2/_text,poll_link_2/_title,date_value,year_value,trump_value,carson_value,cruz_value,rubio_value,bush_number,fiorina_value,christie_number,kasich_value,huckabee_value,paul_number,pataki_value,graham_value,santorum_value,spread_value
http://www.cbsnews.com/news/poll-donald-trump-top-ted-cruz-second-hillary-clinton-over-bernie-sanders/,CBS/NY Times,,http://www.cbsnews.com/news/poll-donald-trump-top-ted-cruz-second-hillary-clinton-over-bernie-sanders/,CBS/NY Times,,12/4 - 12/8,2015,35,13,16,9,3,1,3,3,3,4,0,0,0,Trump +19
http://www.usatoday.com/story/news/politics/elections/2015/12/08/poll-trump-cruz-rubio-clinton-sanders/76948760/,USA Today/Suffolk,,http://www.usatoday.com/story/news/politics/elections/2015/12/08/poll-trump-cruz-rubio-clinton-sanders/76948760/,USA Today,,12/2 - 12/6,2015,27,10,17,16,4,1,2,2,1,2,0,0,1,Trump +10
http://news.investors.com/ibd-editorials-polls/120715-784022-trump-leads-gop-carson-tied-with-rubio-cruz-ibd-tipp-poll.htm?p=full,IBD/TIPP,,http://news.investors.com/ibd-editorials-polls/120715-784022-trump-leads-gop-carson-tied-with-rubio-cruz-ibd-tipp-poll.htm?p=full,IBD/TIPP,,11/30 - 12/4,2015,27,15,13,14,3,3,2,2,2,2,0,0,0,Trump +12
http://i2.cdn.turner.com/cnn/2015/images/12/04/cnnorc12042015gopprimarypoll.pdf,CNN/ORC,,http://i2.cdn.turner.com/cnn/2015/images/12/04/cnnorc12042015gopprimarypoll.pdf,CNN/ORC,,11/27 - 12/1,2015,36,14,16,12,3,3,4,2,2,1,0,0,0,Trump +20
http://www.quinnipiac.edu/images/polling/us/us12022015_U45hkpp.pdf,Quinnipiac,,http://www.quinnipiac.edu/images/polling/us/us12022015_U45hkpp.pdf,Quinnipiac,,11/23 - 11/30,2015,27,16,16,17,5,3,2,2,1,2,0,0,0,Trump +10
http://www.foxnews.com/politics/interactive/2015/11/20/fox-news-poll-2016-matchups-syrian-refugees/,FOX News,,http://www.foxnews.com/politics/interactive/2015/11/20/fox-news-poll-2016-matchups-syrian-refugees/,FOX News,,11/16 - 11/19,2015,28,18,14,14,5,3,3,2,3,2,1,0,0,Trump +10
http://www.langerresearch.com/wp-content/uploads/1173a22016Election.pdf,ABC/Wash Post,,http://www.langerresearch.com/wp-content/uploads/1173a22016Election.pdf,ABC/WP,,11/16 - 11/19,2015,32,22,8,11,6,4,2,3,3,3,0,1,1,Trump +10
http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_111915.pdf,PPP (D),,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_111915.pdf,PPP (D),,11/16 - 11/17,2015,26,19,14,13,5,4,3,3,4,2,1,1,0,Trump +7
https://www.scribd.com/doc/290373723/Bloomberg-Politics-National-Poll-GOP-Nov-19-2015,Bloomberg,,https://www.scribd.com/doc/290373723/Bloomberg-Politics-National-Poll-GOP-Nov-19-2015,Bloomberg,,11/15 - 11/17,2015,24,20,9,12,6,3,4,3,3,3,1,1,1,Trump +4
http://www.foxnews.com/politics/interactive/2015/11/04/fox-poll-gop-nomination-race-coming-into-focus/,FOX News,,http://www.foxnews.com/politics/interactive/2015/11/04/fox-poll-gop-nomination-race-coming-into-focus/,FOX News,,11/1 - 11/3,2015,26,23,11,11,4,3,2,4,4,4,0,0,0,Trump +3
http://www.mcclatchydc.com/news/politics-government/election/article43495575.html,McClatchy/Marist,,http://www.mcclatchydc.com/news/politics-government/election/article43495575.html,McClatchy,,10/29 - 11/4,2015,23,24,8,12,8,3,2,4,3,5,1,0,1,Carson +1
http://www.quinnipiac.edu/images/polling/us/us11042015_xsq33a.pdf,Quinnipiac,,http://www.quinnipiac.edu/images/polling/us/us11042015_xsq33a.pdf,Quinnipiac,,10/29 - 11/2,2015,24,23,13,14,4,3,3,3,1,2,0,0,1,Trump +1
http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/15463%20NBCWSJ%20Late%20October%20Poll%2011-3-15%20Release.pdf,NBC/WSJ,,http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/15463%20NBCWSJ%20Late%20October%20Poll%2011-3-15%20Release.pdf,NBC/WSJ,,10/25 - 10/29,2015,23,29,10,11,8,3,3,3,3,2,0,0,0,Carson +6
http://news.investors.com/ibd-editorials-polls/103015-778378-donald-trump-leads-ben-carson-second-in-ibd-tipp-poll.htm?ref=HPLNews,IBD/TIPP,,http://news.investors.com/ibd-editorials-polls/103015-778378-donald-trump-leads-ben-carson-second-in-ibd-tipp-poll.htm?ref=HPLNews,IBD/TIPP,,10/24 - 10/29,2015,28,23,6,11,6,3,1,1,1,2,0,0,1,Trump +5
http://www.cbsnews.com/news/cbsnyt-poll-ben-carson-edges-out-donald-trump/,CBS/NY Times,,http://www.cbsnews.com/news/cbsnyt-poll-ben-carson-edges-out-donald-trump/,CBS/NYT,,10/21 - 10/25,2015,22,26,4,8,7,7,1,4,4,4,0,2,1,Carson +4
http://www.nbcnews.com/meet-the-press/poll-trump-hits-highest-mark-yet-carson-close-behind-n447291,NBC/WSJ,,http://www.nbcnews.com/meet-the-press/poll-trump-hits-highest-mark-yet-carson-close-behind-n447291,NBC/WSJ,,10/15 - 10/18,2015,25,22,9,13,8,7,1,3,3,2,0,0,0,Trump +3
http://www.monmouth.edu/assets/0/32212254770/32212254991/32212254992/32212254994/32212254995/30064771087/1c284c69-c5e0-4498-bd3b-797b7ba1be54.pdf,Monmouth,,http://www.monmouth.edu/assets/0/32212254770/32212254991/32212254992/32212254994/32212254995/30064771087/1c284c69-c5e0-4498-bd3b-797b7ba1be54.pdf,Monmouth,,10/15 - 10/18,2015,28,18,10,6,5,6,3,1,4,4,0,1,0,Trump +10
http://apps.washingtonpost.com/g/page/politics/washington-post-abc-news-poll-oct-15-18-2015/1852/,ABC/Wash Post,,http://apps.washingtonpost.com/g/page/politics/washington-post-abc-news-poll-oct-15-18-2015/1852/,ABC/WP,,10/15 - 10/18,2015,32,22,6,10,7,5,3,2,3,2,1,1,0,Trump +10
http://i2.cdn.turner.com/cnn/2015/images/10/19/rel11b.-.republicans.pdf,CNN/ORC,,http://i2.cdn.turner.com/cnn/2015/images/10/19/rel11b.-.republicans.pdf,CNN/ORC,,10/14 - 10/17,2015,27,22,4,8,8,4,4,3,5,5,0,1,2,Trump +5
http://www.foxnews.com/politics/interactive/2015/10/13/fox-news-poll-carson-giving-trump-run-for-his-money/,FOX News,,http://www.foxnews.com/politics/interactive/2015/10/13/fox-news-poll-carson-giving-trump-run-for-his-money/,FOX News,,10/10 - 10/12,2015,24,23,10,9,8,5,1,1,5,3,1,0,0,Trump +1
http://www.cbsnews.com/news/poll-trump-still-leads-carson-in-second/,CBS News,,http://www.cbsnews.com/news/poll-trump-still-leads-carson-in-second/,CBS News,,10/4 - 10/8,2015,27,21,9,8,6,6,3,2,2,4,0,0,1,Trump +6
http://www.publicpolicypolling.com/pdf/2015/PPP_Release_NationalGOP_100615.pdf,PPP (D),,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_NationalGOP_100615.pdf,PPP (D),,10/1 - 10/4,2015,27,17,7,13,10,6,2,4,4,2,1,1,2,Trump +10
http://news.investors.com/ibd-editorials-polls/100215-773897-donald-trump-trails-ben-carson-in-ibd-tipp-poll.htm,IBD/TIPP,,http://news.investors.com/ibd-editorials-polls/100215-773897-donald-trump-trails-ben-carson-in-ibd-tipp-poll.htm,IBD/TIPP,,9/26 - 10/1,2015,17,24,6,11,8,9,2,4,2,3,0,0,0,Carson +7
http://www.suffolk.edu/documents/SUPRC/9_30_2015_marginals.pdf,USAT/Suffolk,,http://www.suffolk.edu/documents/SUPRC/9_30_2015_marginals.pdf,USA Today,,9/24 - 9/28,2015,23,13,6,9,8,13,1,2,2,2,0,1,0,Trump +10
http://www.people-press.org/files/2015/10/10-02-2015-2016-topline-for-release1.pdf,Pew Research*,,http://www.people-press.org/files/2015/10/10-02-2015-2016-topline-for-release1.pdf,Pew*,,9/22 - 9/27,2015,25,16,6,8,4,8,1,1,2,2,0,1,0,Trump +9
http://www.nbcnews.com/meet-the-press/nbc-wsj-poll-2016-gop-race-n433991,NBC/WSJ,,http://www.nbcnews.com/meet-the-press/nbc-wsj-poll-2016-gop-race-n433991,NBC/WSJ,,9/20 - 9/24,2015,21,20,5,11,7,11,3,6,2,3,0,0,1,Trump +1
http://www.foxnews.com/politics/interactive/2015/09/23/fox-news-poll-2016-election-pope-francis-popularity/,FOX News,,http://www.foxnews.com/politics/interactive/2015/09/23/fox-news-poll-2016-election-pope-francis-popularity/,FOX News,,9/20 - 9/22,2015,26,18,8,9,7,9,5,4,3,2,1,0,0,Trump +8
http://images.businessweek.com/cms/2015-09-23/150924_thursday_8698175.pdf,Bloomberg,,http://images.businessweek.com/cms/2015-09-23/150924_thursday_8698175.pdf,Bloomberg,,9/18 - 9/21,2015,21,16,5,8,13,11,4,4,3,2,0,0,1,Trump +5
http://www.quinnipiac.edu/images/polling/us/us09242015_ui47mfb.pdf,Quinnipiac,,http://www.quinnipiac.edu/images/polling/us/us09242015_ui47mfb.pdf,Quinnipiac,,9/17 - 9/21,2015,25,17,7,9,10,12,2,2,2,1,1,0,0,Trump +8
http://i2.cdn.turner.com/cnn/2015/images/09/20/rel10a.pdf,CNN/ORC,,http://i2.cdn.turner.com/cnn/2015/images/09/20/rel10a.pdf,CNN/ORC,,9/17 - 9/19,2015,24,14,6,11,9,15,3,2,6,4,0,0,1,Trump +9
https://www.scribd.com/doc/281089933/CBS-News-NYT-GOP-poll-toplines-9-15-15,CBS/NY Times,,https://www.scribd.com/doc/281089933/CBS-News-NYT-GOP-poll-toplines-9-15-15,CBS/NYT,,9/9 - 9/13,2015,27,23,5,6,6,4,1,3,6,3,0,0,1,Trump +4
http://abcnews.go.com/Politics/clintons-support-drops-trump-carson-surge-gop-race/story?id=33695818,ABC/Wash Post,,http://abcnews.go.com/Politics/clintons-support-drops-trump-carson-surge-gop-race/story?id=33695818,ABC/WP,,9/7 - 9/10,2015,33,20,7,7,8,2,1,3,3,5,0,0,1,Trump +13
http://i2.cdn.turner.com/cnn/2015/images/09/10/rel9a.-.gop.2016.pdf,CNN/ORC,,http://i2.cdn.turner.com/cnn/2015/images/09/10/rel9a.-.gop.2016.pdf,CNN/ORC,,9/4 - 9/8,2015,32,19,7,3,9,3,2,2,5,3,0,1,1,Trump +13
http://www.monmouth.edu/assets/0/32212254770/32212254991/32212254992/32212254994/32212254995/30064771087/6f102b2c-508f-4bc3-8cd9-6f650f4bcc3a.pdf,Monmouth,,http://www.monmouth.edu/assets/0/32212254770/32212254991/32212254992/32212254994/32212254995/30064771087/6f102b2c-508f-4bc3-8cd9-6f650f4bcc3a.pdf,Monmouth,,8/31 - 9/2,2015,30,18,8,5,8,4,2,2,4,2,0,0,0,Trump +12
http://www.realclearpolitics.com/docs/2016/PPP_National_Poll_Aug_28-30_Rep.pdf,PPP (D),,http://www.realclearpolitics.com/docs/2016/PPP_National_Poll_Aug_28-30_Rep.pdf,PPP (D),,8/28 - 8/30,2015,29,15,6,7,9,8,2,6,5,1,0,0,2,Trump +14
http://www.quinnipiac.edu/images/polling/us/us08272015_Ueg38d.pdf,Quinnipiac,,http://www.quinnipiac.edu/images/polling/us/us08272015_Ueg38d.pdf,Quinnipiac,,8/20 - 8/25,2015,28,12,7,7,7,5,4,5,3,2,0,0,1,Trump +16
http://i2.cdn.turner.com/cnn/2015/images/08/17/rel8a.-.gop.2016.pdf,CNN/ORC,,http://i2.cdn.turner.com/cnn/2015/images/08/17/rel8a.-.gop.2016.pdf,CNN/ORC,,8/13 - 8/16,2015,24,9,5,8,13,5,3,5,4,6,0,0,1,Trump +11
http://www.foxnews.com/politics/interactive/2015/08/14/fox-news-poll-sanders-gains-on-clinton/,FOX News,,http://www.foxnews.com/politics/interactive/2015/08/14/fox-news-poll-sanders-gains-on-clinton/,FOX News,,8/11 - 8/13,2015,25,12,10,4,9,5,3,4,6,3,1,0,1,Trump +13
http://www.rasmussenreports.com/public_content/politics/elections/election_2016/has_the_donald_peaked,Rasmussen,,http://www.rasmussenreports.com/public_content/politics/elections/election_2016/has_the_donald_peaked,Rasmussen,,8/9 - 8/10,2015,17,8,7,10,10,9,4,4,3,4,0,1,1,Trump +7
http://www.foxnews.com/politics/interactive/2015/08/03/poll-new-high-for-trump-new-low-for-clinton/,FOX News,,http://www.foxnews.com/politics/interactive/2015/08/03/poll-new-high-for-trump-new-low-for-clinton/,FOX News,,7/30 - 8/2,2015,26,7,6,5,15,2,3,3,6,5,0,0,2,Trump +11
http://www.monmouth.edu/assets/0/32212254770/32212254991/32212254992/32212254994/32212254995/30064771087/67f674c8-fd4a-4a93-afbc-8b246a83da56.pdf,Monmouth,,http://www.monmouth.edu/assets/0/32212254770/32212254991/32212254992/32212254994/32212254995/30064771087/67f674c8-fd4a-4a93-afbc-8b246a83da56.pdf,Monmouth,,7/30 - 8/2,2015,26,5,6,4,12,2,4,3,6,4,0,1,1,Trump +14
http://images.businessweek.com/cms/2015-08-04/8302475320_tue.pdf,Bloomberg,,http://images.businessweek.com/cms/2015-08-04/8302475320_tue.pdf,Bloomberg,,7/30 - 8/2,2015,21,5,4,6,10,1,4,4,7,5,0,1,2,Trump +11
https://www.scribd.com/doc/273490309/CBS-News-GOP-presidential-candidates-poll,CBS News,,https://www.scribd.com/doc/273490309/CBS-News-GOP-presidential-candidates-poll,CBS News,,7/29 - 8/2,2015,24,6,6,6,13,0,3,1,8,4,1,0,1,Trump +11
http://www.wsj.com/articles/donald-trump-leads-republican-presidential-pack-wsj-nbc-poll-finds-1438520400,NBC/WSJ,,http://www.wsj.com/articles/donald-trump-leads-republican-presidential-pack-wsj-nbc-poll-finds-1438520400,NBC/WSJ,,7/26 - 7/30,2015,19,10,9,5,14,0,3,3,6,6,0,0,1,Trump +4
http://www.quinnipiac.edu/images/polling/us/us07302015_U645de.pdf,Quinnipiac,,http://www.quinnipiac.edu/images/polling/us/us07302015_U645de.pdf,Quinnipiac,,7/23 - 7/28,2015,20,6,5,6,10,1,3,5,6,6,1,1,1,Trump +7
http://www.rasmussenreports.com/public_content/politics/elections/election_2016/trump_is_well_ahead_as_first_debate_looms,Rasmussen,,http://www.rasmussenreports.com/public_content/politics/elections/election_2016/trump_is_well_ahead_as_first_debate_looms,Rasmussen,,7/26 - 7/27,2015,26,5,7,5,10,1,2,5,7,3,1,1,2,Trump +12
https://www.documentcloud.org/documents/2179399-cnn-orc-poll-2016-election-9-a-m-july-26-2015.html,CNN/ORC,,https://www.documentcloud.org/documents/2179399-cnn-orc-poll-2016-election-9-a-m-july-26-2015.html,CNN/ORC,,7/22 - 7/25,2015,18,4,7,6,15,1,4,4,5,6,1,1,2,Trump +3
http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_72215.pdf,PPP (D),,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_72215.pdf,PPP (D),,7/20 - 7/21,2015,19,10,4,10,12,4,3,3,8,4,0,0,1,Trump +2
http://www.langerresearch.com/wp-content/uploads/1170a22016Politics.pdf,ABC/Wash Post,,http://www.langerresearch.com/wp-content/uploads/1170a22016Politics.pdf,ABC/WP,,7/16 - 7/19,2015,24,6,4,7,12,0,3,2,8,6,1,0,1,Trump +11
http://www.foxnews.com/politics/interactive/2015/07/16/fox-news-poll-trust-in-iran-nearly-triples-among-democrats-clinton-nature-is-to/,FOX News,,http://www.foxnews.com/politics/interactive/2015/07/16/fox-news-poll-trust-in-iran-nearly-triples-among-democrats-clinton-nature-is-to/,FOX News,,7/13 - 7/15,2015,18,6,4,7,14,1,3,2,4,8,0,0,2,Trump +3
https://www.suffolk.edu/documents/SUPRC/7_14_2015_marginals.pdf,USAT/Suffolk,,https://www.suffolk.edu/documents/SUPRC/7_14_2015_marginals.pdf,USA Today,,7/9 - 7/12,2015,17,4,6,5,14,1,3,1,4,4,0,0,1,Trump +3
http://www.monmouth.edu/assets/0/32212254770/32212254991/32212254992/32212254994/32212254995/30064771087/d56c8128-f211-4a0e-a413-f4716c83cf65.pdf,Monmouth,,http://www.monmouth.edu/assets/0/32212254770/32212254991/32212254992/32212254994/32212254995/30064771087/d56c8128-f211-4a0e-a413-f4716c83cf65.pdf,Monmouth,,7/9 - 7/12,2015,13,6,9,6,15,1,2,1,7,6,0,0,2,Bush +2
http://i2.cdn.turner.com/cnn/2015/images/06/30/trumpbushclinton.pdf,CNN/ORC,,http://i2.cdn.turner.com/cnn/2015/images/06/30/trumpbushclinton.pdf,CNN/ORC,,6/26 - 6/28,2015,12,7,3,6,19,1,3,2,8,7,0,1,3,Bush +7
http://www.foxnews.com/politics/interactive/2015/06/24/0624152016iranweb/,FOX News,,http://www.foxnews.com/politics/interactive/2015/06/24/0624152016iranweb/,FOX News,,6/21 - 6/23,2015,11,10,4,8,15,3,2,2,6,9,1,1,3,Bush +4
http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/6_22_PollPDF.pdf,NBC/WSJ,,http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/6_22_PollPDF.pdf,NBC/WSJ,,6/14 - 6/18,2015,1,11,4,14,22,2,4,1,9,7,0,1,0,Bush +5
http://www.monmouth.edu/assets/0/32212254770/32212254991/32212254992/32212254994/32212254995/30064771087/1c2a9e72-6933-46c4-9d68-87d264821039.pdf,Monmouth,,http://www.monmouth.edu/assets/0/32212254770/32212254991/32212254992/32212254994/32212254995/30064771087/1c2a9e72-6933-46c4-9d68-87d264821039.pdf,Monmouth,,6/11 - 6/14,2015,2,11,5,9,9,2,4,1,8,6,0,2,3,Carson +1
http://www.foxnews.com/politics/interactive/2015/06/03/0603152016nsaweb/,FOX News,,http://www.foxnews.com/politics/interactive/2015/06/03/0603152016nsaweb/,FOX News,,5/31 - 6/2,2015,4,11,8,7,12,2,5,2,6,9,2,2,2,Tie
http://i2.cdn.turner.com/cnn/2015/images/06/01/2016.poll.pdf,CNN/ORC,,http://i2.cdn.turner.com/cnn/2015/images/06/01/2016.poll.pdf,CNN/ORC,,5/29 - 5/31,2015,3,7,8,14,13,1,4,1,10,8,3,1,2,Rubio +1
http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2015/06/02/National-Politics/Polling/release_396.xml,ABC/Wash Post,,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2015/06/02/National-Politics/Polling/release_396.xml,ABC/WP,,5/28 - 5/31,2015,4,8,8,10,10,2,6,3,9,11,1,1,4,Tie
http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2228,Quinnipiac,,http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2228,Quinnipiac,,5/19 - 5/26,2015,5,10,6,10,10,2,4,2,10,7,0,1,0,Tie
